Country,Family_Type,Season,Pattern,Hour,Total_Electricity_Usage,Father_Action,Father_Consumption,Mother_Action,Mother_Consumption,Child1_Action,Child1_Consumption,Child2_Action,Child2_Consumption,Heating_Action,Heating_Consumption,Cooling_Action,Cooling_Consumption
USA,Nuclear Family,Spring,Weekend,23,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Summer,Weekend,0,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,1,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,2,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,3,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,4,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,5,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.3
USA,Nuclear Family,Summer,Weekend,6,0.8,Morning-Prep,0.1,Morning-Prep,0.1,Morning-Prep,0.1,Morning-Prep,0.1,No-Heating-Needed,0.0,Morning-Cooling,0.4
USA,Nuclear Family,Summer,Weekend,7,1.6,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,No-Heating-Needed,0.0,Morning-Cooling,0.4
USA,Nuclear Family,Summer,Weekend,8,2.5,Working-From-Home,0.5,Cleaning,0.2,Playing-Outdoors,0.6,Playing-Outdoors,0.6,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,9,2.7,Working-From-Home,0.5,Gardening,0.4,Playing-Outdoors,0.6,Playing-Outdoors,0.6,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,10,2.7,Working-From-Home,0.5,Gardening,0.4,Playing-Outdoors,0.6,Playing-Outdoors,0.6,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,11,2.7,Working-From-Home,0.5,Gardening,0.4,Playing-Outdoors,0.6,Playing-Outdoors,0.6,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,12,2.0,Lunch,0.3,Lunch,0.3,Lunch,0.3,Lunch,0.3,No-Heating-Needed,0.0,Peak-Cooling,0.8
USA,Nuclear Family,Summer,Weekend,13,2.4,Working-From-Home,0.5,Relaxing,0.1,Swimming,0.5,Swimming,0.5,No-Heating-Needed,0.0,Peak-Cooling,0.8
USA,Nuclear Family,Summer,Weekend,14,2.4,Working-From-Home,0.5,Relaxing,0.1,Swimming,0.5,Swimming,0.5,No-Heating-Needed,0.0,Peak-Cooling,0.8
USA,Nuclear Family,Summer,Weekend,15,2.2,Working-From-Home,0.5,Relaxing,0.1,Swimming,0.5,Swimming,0.5,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,16,2.8,Working-From-Home,0.5,Cooking,0.5,Playing-Outdoors,0.6,Playing-Outdoors,0.6,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekend,17,1.7,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekend,18,1.3,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekend,19,1.8,BBQ-Prep,0.4,TV-Watching,0.1,Video-Games,0.4,Video-Games,0.4,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekend,20,1.7,BBQ-Prep,0.4,TV-Watching,0.1,Video-Games,0.4,Video-Games,0.4,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Nuclear Family,Summer,Weekend,21,1.7,BBQ-Prep,0.4,TV-Watching,0.1,Video-Games,0.4,Video-Games,0.4,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Nuclear Family,Summer,Weekend,22,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Nuclear Family,Summer,Weekend,23,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Nuclear Family,Spring,Weekday,0,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,1,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,2,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,3,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,4,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,5,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,6,0.6,Morning-routine,0.1,Morning-routine,0.1,Morning-routine,0.1,Morning-routine,0.1,Morning-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,7,1.0,Breakfast,0.3,Breakfast,0.3,Breakfast,0.1,Breakfast,0.1,Morning-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,8,0.2,Commuting,0.0,Preparing-children-for-school,0.2,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,9,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,10,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,11,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,12,0.6,Lunch,0.2,Lunch,0.2,Lunch,0.1,Lunch,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,13,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,14,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,15,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,16,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,17,0.9,Commuting,0.0,Preparing-dinner,0.3,Homework,0.2,Homework,0.2,Evening-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,18,1.0,Dinner,0.3,Dinner,0.3,Dinner,0.1,Dinner,0.1,Evening-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,19,1.2,Evening-TV,0.2,Evening-TV,0.2,Playing-games,0.3,Playing-games,0.3,Evening-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,20,0.6,Relaxing,0.1,Relaxing,0.1,Relaxing,0.1,Relaxing,0.1,Evening-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,21,0.7,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,22,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekday,23,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
