Country,Family_Type,Season,Pattern,Hour,Total_Electricity_Usage,Single-Mother_Action,Single-Mother_Consumption,Child1_Action,Child1_Consumption,Child2_Action,Child2_Consumption,Heating_Action,Heating_Consumption,Cooling_Action,Cooling_Consumption
USA,Single-Parent Family,Spring,Weekend,14,0.8,Reading,0.1,Homework,0.3,Playing-Indoors,0.4,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,15,1.5,Cooking,0.4,Playing-Indoors,0.4,Playing-Outdoors,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.2
USA,Single-Parent Family,Spring,Weekend,16,1.7,Cooking,0.4,Playing-Outdoors,0.5,Playing-Outdoors,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.3
USA,Single-Parent Family,Spring,Weekend,17,1.2,Dinner,0.5,Dinner,0.2,Dinner,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.3
USA,Single-Parent Family,Spring,Weekend,18,1.1,Family-Time-TV,0.3,Family-Time-TV,0.3,Family-Time-TV,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.2
USA,Single-Parent Family,Spring,Weekend,19,1.0,Family-Time-TV,0.3,Family-Time-TV,0.3,Family-Time-TV,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.1
USA,Single-Parent Family,Spring,Weekend,20,0.4,Relaxing,0.2,Preparing-Bed,0.1,Preparing-Bed,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,21,0.14,Preparing-Bed,0.1,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,22,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,23,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Summer,Weekday,0,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,1,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,2,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,3,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,4,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,5,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,6,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.4
USA,Single-Parent Family,Summer,Weekday,7,1.1,Preparing-Breakfast,0.3,Eating-Breakfast,0.1,Eating-Breakfast,0.1,No-Heating-Needed,0.0,Morning-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,8,1.1,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Morning-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,9,1.1,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Morning-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,10,1.1,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Morning-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,11,1.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,12,1.2,Lunch,0.2,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,13,1.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,14,1.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,15,1.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,16,1.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,1.0
USA,Single-Parent Family,Summer,Weekday,17,1.8,Preparing-Dinner,0.4,Homework,0.3,Homework,0.3,No-Heating-Needed,0.0,Evening-Cooling,0.8
USA,Single-Parent Family,Summer,Weekday,18,1.3,Dinner,0.3,Dinner,0.1,Dinner,0.1,No-Heating-Needed,0.0,Evening-Cooling,0.8
USA,Single-Parent Family,Summer,Weekday,19,1.4,Family-Time-TV,0.2,Playing-Outdoors,0.2,Playing-Outdoors,0.2,No-Heating-Needed,0.0,Evening-Cooling,0.8
USA,Single-Parent Family,Summer,Weekday,20,1.2,Family-Time-TV,0.2,Bathing,0.1,Bathing,0.1,No-Heating-Needed,0.0,Evening-Cooling,0.8
USA,Single-Parent Family,Summer,Weekday,21,0.9,Preparing-Children-for-Bed,0.1,Preparing-for-Bed,0.1,Preparing-for-Bed,0.1,No-Heating-Needed,0.0,Nighttime-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,22,0.66,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.6
USA,Single-Parent Family,Summer,Weekday,23,0.66,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.6
